table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja-Hrkt,こうだぐち,,,幸田口
stops,stop_name,ja,広瀬,,,広瀬
stops,stop_name,en,Sanbancho2,,,広瀬
stops,stop_name,ja-Hrkt,ひろせ,,,広瀬
stops,stop_name,ja,弥助成,,,弥助成
stops,stop_name,en,Yasukenaru,,,弥助成
stops,stop_name,ja-Hrkt,やすけなる,,,弥助成
stops,stop_name,ja,役場前,,,役場前
stops,stop_name,en,Yakuba,,,役場前
stops,stop_name,ja-Hrkt,やくばまえ,,,役場前
stops,stop_name,ja,御所,,,御所
stops,stop_name,en,Gosho,,,御所
stops,stop_name,ja-Hrkt,ごしょ,,,御所
stops,stop_name,ja,御産所,,,御産所
stops,stop_name,en,Gosanjo,,,御産所
stops,stop_name,ja-Hrkt,ごさんじょ,,,御産所
stops,stop_name,ja,徳丸公園前,,,徳丸公園前
stops,stop_name,en,Tokumaru Koen,,,徳丸公園前
stops,stop_name,ja-Hrkt,とくまるこうえんまえ,,,徳丸公園前
stops,stop_name,ja,徳丸常夜灯前,,,徳丸常夜灯前
stops,stop_name,en,Tokumaru Joyato,,,徳丸常夜灯前
stops,stop_name,ja-Hrkt,とくまるじょうやとうまえ,,,徳丸常夜灯前
stops,stop_name,ja,徳丸水源地前,,,徳丸水源地前
stops,stop_name,en,Tokumaru Suigenchi,,,徳丸水源地前
stops,stop_name,ja-Hrkt,とくまるすいげんちまえ,,,徳丸水源地前
stops,stop_name,ja,徳丸老人憩いの家前,,,徳丸老人憩いの家前
stops,stop_name,en,Tokumaru Rozinikoinoie,,,徳丸老人憩いの家前
stops,stop_name,ja-Hrkt,とくまるろうじんいこいのいえまえ,,,徳丸老人憩いの家前
stops,stop_name,ja,徳丸集会所前,,,徳丸集会所前
stops,stop_name,en,Tokumaru Shukaijo,,,徳丸集会所前
stops,stop_name,ja-Hrkt,とくまるしゅうかいしょまえ,,,徳丸集会所前
stops,stop_name,ja,徳吉,,,徳吉
stops,stop_name,en,Tokuyoshi,,,徳吉
stops,stop_name,ja-Hrkt,とくよし,,,徳吉
stops,stop_name,ja,徳島大学前,,,徳島大学前
stops,stop_name,en,Tokushima University,,,徳島大学前
stops,stop_name,ja-Hrkt,とくしまだいがくまえ,,,徳島大学前
stops,stop_name,ja,徳島駅前,,,徳島駅前
stops,stop_name,en,Tokushima Sta.,,,徳島駅前
stops,stop_name,ja-Hrkt,とくしまえきまえ,,,徳島駅前
stops,stop_name,ja,志津川,,,志津川
stops,stop_name,en,Shitsukawa,,,志津川
stops,stop_name,ja-Hrkt,しつかわ,,,志津川
stops,stop_name,ja,愛大病院前,,,愛大病院前
stops,stop_name,en,Aidai Byoin,,,愛大病院前
stops,stop_name,ja-Hrkt,あいだいびょういんまえ,,,愛大病院前
stops,stop_name,ja,愛大農学部前,,,愛大農学部前
stops,stop_name,en,Aidai Nogakubu,,,愛大農学部前
stops,stop_name,ja-Hrkt,あいだいのうがくぶまえ,,,愛大農学部前
stops,stop_name,ja,愛媛医療センター前,,,愛媛医療センター前
stops,stop_name,en,Ehime Iryo Center,,,愛媛医療センター前
stops,stop_name,ja-Hrkt,えひめいりょうせんたーまえ,,,愛媛医療センター前
stops,stop_name,ja,愛媛新聞社前,,,愛媛新聞社前
stops,stop_name,en,Ehime Shinbunsha,,,愛媛新聞社前
stops,stop_name,ja-Hrkt,えひめしんぶんしゃまえ,,,愛媛新聞社前
stops,stop_name,ja,愛媛朝日テレビ前,,,愛媛朝日テレビ前
stops,stop_name,en,Ehime Asahi TV,,,愛媛朝日テレビ前
stops,stop_name,ja-Hrkt,えひめあさひてれびまえ,,,愛媛朝日テレビ前
stops,stop_name,ja,拓川町,,,拓川町
stops,stop_name,en,Takusencho,,,拓川町
stops,stop_name,ja-Hrkt,たくせんちょう,,,拓川町
stops,stop_name,ja,拝志神社前,,,拝志神社前
stops,stop_name,en,Haishi Jinja,,,拝志神社前
stops,stop_name,ja-Hrkt,はいしじんじゃまえ,,,拝志神社前
stops,stop_name,ja,拝志農協前,,,拝志農協前
stops,stop_name,en,Haishi Nokyo,,,拝志農協前
stops,stop_name,ja-Hrkt,はいしのうきょうまえ,,,拝志農協前
stops,stop_name,ja,政友口,,,政友口
stops,stop_name,en,Tachibanabashi,,,政友口
stops,stop_name,ja-Hrkt,まさともぐち,,,政友口
stops,stop_name,ja,文化センター前,,,文化センター前
stops,stop_name,en,Bunka Center,,,文化センター前
stops,stop_name,ja-Hrkt,ぶんかせんたーまえ,,,文化センター前
stops,stop_name,ja,断層口,,,断層口
stops,stop_name,en,Dansoguchi,,,断層口
stops,stop_name,ja-Hrkt,だんそうぐち,,,断層口
stops,stop_name,ja,新久米,,,新久米
stops,stop_name,en,Shinkume,,,新久米
stops,stop_name,ja-Hrkt,しんくめ,,,新久米
stops,stop_name,ja,新大阪,,,新大阪
stops,stop_name,en,Shin Osaka,,,新大阪
stops,stop_name,ja-Hrkt,しんおおさか,,,新大阪
stops,stop_name,ja,新尾道駅,,,新尾道駅
stops,stop_name,en,Shin Onomichi Sta.,,,新尾道駅
stops,stop_name,ja-Hrkt,しんおのみちえき,,,新尾道駅
stops,stop_name,ja,新居浜営業所,,,新居浜営業所
stops,stop_name,en,Sumitomo Byoin,,,新居浜営業所
stops,stop_name,ja-Hrkt,にいはまえいぎょうしょ,,,新居浜営業所
stops,stop_name,ja,新居浜駅前,,,新居浜駅前
stops,stop_name,en,Niihama Sta.,,,新居浜駅前
stops,stop_name,ja-Hrkt,にいはまえきまえ,,,新居浜駅前
stops,stop_name,ja,新岩谷口,,,新岩谷口
stops,stop_name,en,Shiniwayaguchi,,,新岩谷口
stops,stop_name,ja-Hrkt,しんいわやぐち,,,新岩谷口
stops,stop_name,ja,新立,,,新立
stops,stop_name,en,Shindate,,,新立
stops,stop_name,ja-Hrkt,しんだて,,,新立
stops,stop_name,ja,新端,,,新端
stops,stop_name,en,Shinbata,,,新端
stops,stop_name,ja-Hrkt,しんばた,,,新端
stops,stop_name,ja,新開,,,新開
stops,stop_name,en,Shingai,,,新開
stops,stop_name,ja-Hrkt,しんがい,,,新開
stops,stop_name,ja,日の出上町,,,日の出上町
stops,stop_name,en,Hinode Uemachi,,,日の出上町
stops,stop_name,ja-Hrkt,ひのでうえまち,,,日の出上町
stops,stop_name,ja,日の出町,,,日の出町
stops,stop_name,en,Hinodemachi,,,日の出町
stops,stop_name,ja-Hrkt,ひのでまち,,,日の出町
stops,stop_name,ja,日吉神社口,,,日吉神社口
stops,stop_name,en,Hiyoshi Jinjaguchi,,,日吉神社口
stops,stop_name,ja-Hrkt,ひよしじんじゃぐち,,,日吉神社口
stops,stop_name,ja,日尾公園前,,,日尾公園前
stops,stop_name,en,Hio Koen,,,日尾公園前
stops,stop_name,ja-Hrkt,ひおこうえんまえ,,,日尾公園前
stops,stop_name,ja,日赤前,,,日赤前
stops,stop_name,en,Red Cross Hospital,,,日赤前
stops,stop_name,ja-Hrkt,にっせきまえ,,,日赤前
stops,stop_name,ja,旧若葉保育所前,,,旧若葉保育所前
stops,stop_name,en,Kyu Wakaba Hoikusho,,,旧若葉保育所前
stops,stop_name,ja-Hrkt,きゅうわかばほいくしょまえ,,,旧若葉保育所前
stops,stop_name,ja,昭和橋,,,昭和橋
stops,stop_name,en,Showabashi,,,昭和橋
stops,stop_name,ja-Hrkt,しょうわばし,,,昭和橋
stops,stop_name,ja,晴光院前,,,晴光院前
stops,stop_name,en,Seikoin,,,晴光院前
stops,stop_name,ja-Hrkt,せいこういんまえ,,,晴光院前
stops,stop_name,ja,有城南,,,有城南
stops,stop_name,en,Ariki-Minami,,,有城南
stops,stop_name,ja-Hrkt,ありきみなみ,,,有城南
stops,stop_name,ja,有馬温泉（太閤橋）,,,有馬温泉（太閤橋）
stops,stop_name,en,Arima Onsen（Taikobashi）,,,有馬温泉（太閤橋）
stops,stop_name,ja-Hrkt,ありまおんせん（たいこうばし）,,,有馬温泉（太閤橋）
stops,stop_name,ja,朝日八幡前,,,朝日八幡前
stops,stop_name,en,Asahi Hachiman,,,朝日八幡前
stops,stop_name,ja-Hrkt,あさひはちまんまえ,,,朝日八幡前
stops,stop_name,ja,朝生田町一丁目,,,朝生田町一丁目
stops,stop_name,en,Asodamachi 1,,,朝生田町一丁目
stops,stop_name,ja-Hrkt,あそうだまちいっちょうめ,,,朝生田町一丁目
stops,stop_name,ja,朝生田町三丁目,,,朝生田町三丁目
stops,stop_name,en,Asodamachi 3,,,朝生田町三丁目
stops,stop_name,ja-Hrkt,あそうだまちさんちょうめ,,,朝生田町三丁目
stops,stop_name,ja,朝生田町四丁目,,,朝生田町四丁目
stops,stop_name,en,Asodamachi 4,,,朝生田町四丁目
stops,stop_name,ja-Hrkt,あそだまちよんちょうめ,,,朝生田町四丁目
stops,stop_name,ja,朝生田町東,,,朝生田町東
stops,stop_name,en,Asodamachi-Higashi,,,朝生田町東
stops,stop_name,ja-Hrkt,あそうだまちひがし,,,朝生田町東
stops,stop_name,ja,朝美二丁目,,,朝美二丁目
stops,stop_name,en,Asami2,,,朝美二丁目
stops,stop_name,ja-Hrkt,あさみにちょうめ,,,朝美二丁目
stops,stop_name,ja,木口内科前,,,木口内科前
stops,stop_name,en,Kiguchi Naika,,,木口内科前
stops,stop_name,ja-Hrkt,きくちないかまえ,,,木口内科前
stops,stop_name,ja,木地,,,木地
stops,stop_name,en,Kiji,,,木地
stops,stop_name,ja-Hrkt,きじ,,,木地
stops,stop_name,ja,木地堰堤,,,木地堰堤
stops,stop_name,en,Kiji Entei,,,木地堰堤
stops,stop_name,ja-Hrkt,きじえんてい,,,木地堰堤
stops,stop_name,ja,木材団地口,,,木材団地口
stops,stop_name,en,Mokuzai Danchiguchi,,,木材団地口
stops,stop_name,ja-Hrkt,もくざいだんちぐち,,,木材団地口
stops,stop_name,ja,末,,,末
stops,stop_name,en,Sue,,,末
stops,stop_name,ja-Hrkt,すえ,,,末
stops,stop_name,ja,末滝見橋,,,末滝見橋
stops,stop_name,en,Suetakimibashi,,,末滝見橋
stops,stop_name,ja-Hrkt,すえたきみばし,,,末滝見橋
stops,stop_name,ja,本町,,,本町
stops,stop_name,en,Hommachi,,,本町
stops,stop_name,ja-Hrkt,ほんまち,,,本町
stops,stop_name,ja,本町三,,,本町三
stops,stop_name,en,Hommachi 3,,,本町三
stops,stop_name,ja-Hrkt,ほんまちさんちょうめ,,,本町三
stops,stop_name,ja,本町五,,,本町五
stops,stop_name,en,Hommachi 5,,,本町五
stops,stop_name,ja-Hrkt,ほんまちごちょうめ,,,本町五
stops,stop_name,ja,本町六,,,本町六
stops,stop_name,en,Hommachi 6,,,本町六
stops,stop_name,ja-Hrkt,ほんまちろくちょうめ,,,本町六
stops,stop_name,ja,札場,,,札場
stops,stop_name,en,Fudaba,,,札場
stops,stop_name,ja-Hrkt,ふだば,,,札場
stops,stop_name,ja,杖ノ淵公園前,,,杖ノ淵公園前
stops,stop_name,en,Jonofuchi Koen,,,杖ノ淵公園前
stops,stop_name,ja-Hrkt,じょうのふちこうえん,,,杖ノ淵公園前
stops,stop_name,ja,来住団地前,,,来住団地前
stops,stop_name,en,Kishi Danchi,,,来住団地前
stops,stop_name,ja-Hrkt,きしだんちまえ,,,来住団地前
stops,stop_name,ja,来島海峡ＢＳ,,,来島海峡ＢＳ
stops,stop_name,en,Kurushima Kaikyo Bus Stop,,,来島海峡ＢＳ
stops,stop_name,ja-Hrkt,くるしまかいきょうばすすとっぷ,,,来島海峡ＢＳ
stops,stop_name,ja,東レ前,,,東レ前
stops,stop_name,en,Toray,,,東レ前
stops,stop_name,ja-Hrkt,とうれまえ,,,東レ前
stops,stop_name,ja,東古泉,,,東古泉
stops,stop_name,en,Higashi-Koizumi,,,東古泉
stops,stop_name,ja-Hrkt,ひがしこいずみ,,,東古泉
stops,stop_name,ja,東垣生,,,東垣生
stops,stop_name,en,Higashihabu,,,東垣生
stops,stop_name,ja-Hrkt,ひがしはぶ,,,東垣生
stops,stop_name,ja,東栄,,,東栄
stops,stop_name,en,Touei,,,東栄
stops,stop_name,ja-Hrkt,とうえい,,,東栄
stops,stop_name,ja,東温市役所,,,東温市役所
stops,stop_name,en,Touon Shiyakusho,,,東温市役所
stops,stop_name,ja-Hrkt,とうおんしやくしょ,,,東温市役所
stops,stop_name,ja,東石井,,,東石井
stops,stop_name,en,Higashi-Ishii,,,東石井
stops,stop_name,ja-Hrkt,ひがしいしい,,,東石井
stops,stop_name,ja,東署前,,,東署前
stops,stop_name,en,Higashisho,,,東署前
stops,stop_name,ja-Hrkt,ひがししょまえ,,,東署前
stops,stop_name,ja,東野,,,東野
stops,stop_name,en,Higashino,,,東野
stops,stop_name,ja-Hrkt,ひがしの,,,東野
stops,stop_name,ja,東野一丁目,,,東野一丁目
stops,stop_name,en,Higashino1,,,東野一丁目
stops,stop_name,ja-Hrkt,しがしのいっちょうめ,,,東野一丁目
stops,stop_name,ja,東長戸,,,東長戸
stops,stop_name,en,Higashinagato,,,東長戸
stops,stop_name,ja-Hrkt,ひがしながと,,,東長戸
stops,stop_name,ja,東雲学園前,,,東雲学園前
stops,stop_name,en,Shinonome Gakuen,,,東雲学園前
stops,stop_name,ja-Hrkt,しののめがくえんまえ,,,東雲学園前
stops,stop_name,ja,東高前,,,東高前
stops,stop_name,en,Higashiko,,,東高前
stops,stop_name,ja-Hrkt,ひがしこうまえ,,,東高前
stops,stop_name,ja,松の木,,,松の木
stops,stop_name,en,Matsunoki,,,松の木
stops,stop_name,ja-Hrkt,まつのき,,,松の木
stops,stop_name,ja,松前小学校前,,,松前小学校前
stops,stop_name,en,Masaki Elementary School,,,松前小学校前
stops,stop_name,ja-Hrkt,まさきしょうがっこうまえ,,,松前小学校前
stops,stop_name,ja,松前病院前,,,松前病院前
stops,stop_name,en,Masaki Byoin,,,松前病院前
stops,stop_name,ja-Hrkt,まさきびょういんまえ,,,松前病院前
stops,stop_name,ja,松山インター口,,,松山インター口
stops,stop_name,en,Matsuyama IC,,,松山インター口
stops,stop_name,ja-Hrkt,まつやまいんたーぐち,,,松山インター口
stops,stop_name,ja,松山コミュ二ティセンター前,,,松山コミュ二ティセンター前
stops,stop_name,en,Matsuyama Community Center,,,松山コミュ二ティセンター前
stops,stop_name,ja-Hrkt,まつやまこみゅにてぃせんたーまえ,,,松山コミュ二ティセンター前
stops,stop_name,ja,松山ベテル病院前,,,松山ベテル病院前
stops,stop_name,en,Matsuyama Bethel Byoin,,,松山ベテル病院前
stops,stop_name,ja-Hrkt,まつやまべてるびょういんまえ,,,松山ベテル病院前
stops,stop_name,ja,松山リハビリ病院前,,,松山リハビリ病院前
stops,stop_name,en,Matsuyama Rehabilitation Byoin,,,松山リハビリ病院前
stops,stop_name,ja-Hrkt,まつやまりはびりびょういんまえ,,,松山リハビリ病院前
stops,stop_name,ja,松山商業前,,,松山商業前
stops,stop_name,en,Matsuyama Shogyo,,,松山商業前
stops,stop_name,ja-Hrkt,まつやましょうぎょうまえ,,,松山商業前
stops,stop_name,ja,松山室町営業所,,,松山室町営業所
stops,stop_name,en,Matsuyama Muromachi Eigyosho,,,松山室町営業所
stops,stop_name,ja-Hrkt,まつやまむろまちえいぎょうしょ,,,松山室町営業所
stops,stop_name,ja,松山市駅,,,松山市駅
stops,stop_name,en,Matsuyama City Station,,,松山市駅
stops,stop_name,ja-Hrkt,まつやましえき,,,松山市駅
stops,stop_name,ja,松山斎院営業所口,,,松山斎院営業所口
stops,stop_name,en,Matsuyama Saya Eigyoshoguchi,,,松山斎院営業所口
stops,stop_name,ja-Hrkt,まつやまさやえいぎょうしょぐち,,,松山斎院営業所口
stops,stop_name,ja,松山空港,,,松山空港
stops,stop_name,en,Matsuyama Airport,,,松山空港
stops,stop_name,ja-Hrkt,まつやまくうこう,,,松山空港
stops,stop_name,ja,松山総合公園前,,,松山総合公園前
stops,stop_name,en,Matsuyama Sogo Koen,,,松山総合公園前
stops,stop_name,ja-Hrkt,まつやまそうごうこうえんまえ,,,松山総合公園前
stops,stop_name,ja,松山西中等教育学校前,,,松山西中等教育学校前
stops,stop_name,en,Matsuyama-Nishi Chuto Kyoikugakko,,,松山西中等教育学校前
stops,stop_name,ja-Hrkt,まつやまにしちゅうとうきょういくがっこうまえ,,,松山西中等教育学校前
stops,stop_name,ja,松山観光港,,,松山観光港
stops,stop_name,en,Matsuyama Tourist Port,,,松山観光港
stops,stop_name,ja-Hrkt,まつやまかんこうこう,,,松山観光港
stops,stop_name,ja,松末住宅前,,,松末住宅前
stops,stop_name,en,Matsusue Jutaku,,,松末住宅前
stops,stop_name,ja-Hrkt,まつすえじゅうたくまえ,,,松末住宅前
stops,stop_name,ja,松末橋,,,松末橋
stops,stop_name,en,Matsusuebashi,,,松末橋
stops,stop_name,ja-Hrkt,まつすえばし,,,松末橋
stops,stop_name,ja,松江橋,,,松江橋
stops,stop_name,en,Matsuebashi,,,松江橋
stops,stop_name,ja-Hrkt,まつえばし,,,松江橋
stops,stop_name,ja,松瀬川,,,松瀬川
stops,stop_name,en,Masekawa,,,松瀬川
stops,stop_name,ja-Hrkt,ませかわ,,,松瀬川
stops,stop_name,ja,松瀬川公民館前,,,松瀬川公民館前
stops,stop_name,en,Masekawa Kominkan,,,松瀬川公民館前
stops,stop_name,ja-Hrkt,ませかわこうみんかんまえ,,,松瀬川公民館前
stops,stop_name,ja,松組,,,松組
stops,stop_name,en,Matsugumi,,,松組
stops,stop_name,ja-Hrkt,まつぐみ,,,松組
stops,stop_name,ja,松茂,,,松茂
stops,stop_name,en,Matsusige,,,松茂
stops,stop_name,ja-Hrkt,まつじげ,,,松茂
stops,stop_name,ja,枇杷坂,,,枇杷坂
stops,stop_name,en,Biwazaka,,,枇杷坂
stops,stop_name,ja-Hrkt,びわざか,,,枇杷坂
stops,stop_name,ja,枝松,,,枝松
stops,stop_name,en,Edamatsu,,,枝松
stops,stop_name,ja-Hrkt,えだまつ,,,枝松
stops,stop_name,ja,柳井田,,,柳井田
stops,stop_name,en,Yanaida,,,柳井田
stops,stop_name,ja-Hrkt,やないだ,,,柳井田
stops,stop_name,ja,柳原,,,柳原
stops,stop_name,en,Yanagihara,,,柳原
stops,stop_name,ja-Hrkt,やなぎはら,,,柳原
stops,stop_name,ja,栗林公園前,,,栗林公園前
stops,stop_name,en,Ritsurin Garden,,,栗林公園前
stops,stop_name,ja-Hrkt,りつりんこうえんまえ,,,栗林公園前
stops,stop_name,ja,根引峠,,,根引峠
stops,stop_name,en,Nebiki Toge,,,根引峠
stops,stop_name,ja-Hrkt,ねびきとうげ,,,根引峠
stops,stop_name,ja,桑原,,,桑原
stops,stop_name,en,Kuwabara,,,桑原
stops,stop_name,ja-Hrkt,くわばら,,,桑原
stops,stop_name,ja,桑原農協前,,,桑原農協前
stops,stop_name,en,Kuwabara Nokyo,,,桑原農協前
stops,stop_name,ja-Hrkt,くわばらのうきょうまえ,,,桑原農協前
stops,stop_name,ja,桜三里霊園前,,,桜三里霊園前
stops,stop_name,en,Sakurasanrireien,,,桜三里霊園前
stops,stop_name,ja-Hrkt,さくらさんりれいえんまえ,,,桜三里霊園前
stops,stop_name,ja,桜口,,,桜口
stops,stop_name,en,Sakuraguchi,,,桜口
stops,stop_name,ja-Hrkt,さくらぐち,,,桜口
stops,stop_name,ja,桜組,,,桜組
stops,stop_name,en,Sakuragumi,,,桜組
stops,stop_name,ja-Hrkt,さくらぐみ,,,桜組
stops,stop_name,ja,梅本駅前,,,梅本駅前
stops,stop_name,en,Umenomoto Sta.,,,梅本駅前
stops,stop_name,ja-Hrkt,うめのもとえきまえ,,,梅本駅前
stops,stop_name,ja,梅組,,,梅組
stops,stop_name,en,Umegumi,,,梅組
stops,stop_name,ja-Hrkt,うめぐみ,,,梅組
stops,stop_name,ja,森松,,,森松
stops,stop_name,en,Morimatsu,,,森松
stops,stop_name,ja-Hrkt,もりまつ,,,森松
stops,stop_name,ja,森松東,,,森松東
stops,stop_name,en,Morimatsu-Higashi,,,森松東
stops,stop_name,ja-Hrkt,もりまつひがし,,,森松東
stops,stop_name,ja,森松橋詰,,,森松橋詰
stops,stop_name,en,Morimatsu-hashizume,,,森松橋詰
stops,stop_name,ja-Hrkt,もりまつはしづめ,,,森松橋詰
stops,stop_name,ja,椿前,,,椿前
stops,stop_name,en,Tsubaki,,,椿前
stops,stop_name,ja-Hrkt,つばきまえ,,,椿前
stops,stop_name,ja,椿団地前,,,椿団地前
stops,stop_name,en,Tsubaki Danchi,,,椿団地前
stops,stop_name,ja-Hrkt,つばきだんちまえ,,,椿団地前
stops,stop_name,ja,椿神社前,,,椿神社前
stops,stop_name,en,Tsubaki Jinja,,,椿神社前
stops,stop_name,ja-Hrkt,つばきじんじゃまえ,,,椿神社前
stops,stop_name,ja,樋の口,,,樋の口
stops,stop_name,en,Hinokuchi,,,樋の口
stops,stop_name,ja-Hrkt,ひのくち,,,樋の口
stops,stop_name,ja,横根,,,横根
stops,stop_name,en,Yokone,,,横根
stops,stop_name,ja-Hrkt,よこね,,,横根
stops,stop_name,ja,横河原,,,横河原
stops,stop_name,en,Yokogawara,,,横河原
stops,stop_name,ja-Hrkt,よこがわら,,,横河原
stops,stop_name,ja,横河原駅前,,,横河原駅前
stops,stop_name,en,Yokogawara Sta.,,,横河原駅前
stops,stop_name,ja-Hrkt,よこがわらえきまえ,,,横河原駅前
stops,stop_name,ja,横田沖台橋,,,横田沖台橋
stops,stop_name,en,Yokota Okidaibashi,,,横田沖台橋
stops,stop_name,ja-Hrkt,よこたおきだいばし,,,横田沖台橋
stops,stop_name,ja,横黒,,,横黒
stops,stop_name,en,Yokoguro,,,横黒
stops,stop_name,ja-Hrkt,よこぐろ,,,横黒
stops,stop_name,ja,樽味,,,樽味
stops,stop_name,en,Tarumi,,,樽味
stops,stop_name,ja-Hrkt,たるみ,,,樽味
stops,stop_name,ja,正円寺,,,正円寺
stops,stop_name,en,Shoen-ji,,,正円寺
stops,stop_name,ja-Hrkt,しょうえんじ,,,正円寺
stops,stop_name,ja,正友神社口,,,正友神社口
stops,stop_name,en,Masatomo Jinjaguchi,,,正友神社口
stops,stop_name,ja-Hrkt,まさともじんじゃぐち,,,正友神社口
stops,stop_name,ja,武智酒造前,,,武智酒造前
stops,stop_name,en,Takechi Shuzo,,,武智酒造前
stops,stop_name,ja-Hrkt,たけちしゅぞうまえ,,,武智酒造前
stops,stop_name,ja,水泥,,,水泥
stops,stop_name,en,Midoro,,,水泥
stops,stop_name,ja-Hrkt,みどろ,,,水泥
stops,stop_name,ja,氷見,,,氷見
stops,stop_name,en,Himi,,,氷見
stops,stop_name,ja-Hrkt,ひみ,,,氷見
stops,stop_name,ja,永木町,,,永木町
stops,stop_name,en,Nagakimachi,,,永木町
stops,stop_name,ja-Hrkt,ながきまち,,,永木町
stops,stop_name,ja,河之内,,,河之内
stops,stop_name,en,Kawanouchi,,,河之内
stops,stop_name,ja-Hrkt,かわのうち,,,河之内
stops,stop_name,ja,河原町,,,河原町
stops,stop_name,en,Kawaramachi,,,河原町
stops,stop_name,ja-Hrkt,かわらまち,,,河原町
stops,stop_name,ja,河野橋,,,河野橋
stops,stop_name,en,Konobashi,,,河野橋
stops,stop_name,ja-Hrkt,こうのばし,,,河野橋
stops,stop_name,ja,泉永寺前,,,泉永寺前
stops,stop_name,en,Senei-ji,,,泉永寺前
stops,stop_name,ja-Hrkt,せんえいじまえ,,,泉永寺前
stops,stop_name,ja,法蔵寺,,,法蔵寺
stops,stop_name,en,Houzo-ji,,,法蔵寺
stops,stop_name,ja-Hrkt,ほうぞうじ,,,法蔵寺
stops,stop_name,ja,波賀部神社口,,,波賀部神社口
stops,stop_name,en,Hagabe Jinjaguchi,,,波賀部神社口
stops,stop_name,ja-Hrkt,はがべじんじゃぐち,,,波賀部神社口
stops,stop_name,ja,津田団地前,,,津田団地前
stops,stop_name,en,Tsuda Danchi,,,津田団地前
stops,stop_name,ja-Hrkt,つだだんちまえ,,,津田団地前
stops,stop_name,ja,津高,,,津高
stops,stop_name,en,Tsudaka,,,津高
stops,stop_name,ja-Hrkt,つたか,,,津高
stops,stop_name,ja,浮穴学校前,,,浮穴学校前
stops,stop_name,en,Ukena Gakko,,,浮穴学校前
stops,stop_name,ja-Hrkt,うけながっこうまえ,,,浮穴学校前
stops,stop_name,ja,海上,,,海上
stops,stop_name,en,Kaisho,,,海上
stops,stop_name,ja-Hrkt,かいしょう,,,海上
stops,stop_name,ja,清水橋,,,清水橋
stops,stop_name,en,Shimizubashi,,,清水橋
stops,stop_name,ja-Hrkt,しみずばし,,,清水橋
stops,stop_name,ja,済美高前,,,済美高前
stops,stop_name,en,Saibiko,,,済美高前
stops,stop_name,ja-Hrkt,さいびこうまえ,,,済美高前
stops,stop_name,ja,湧ヶ淵,,,湧ヶ淵
stops,stop_name,en,Wakigafuchi,,,湧ヶ淵
stops,stop_name,ja-Hrkt,わきがふち,,,湧ヶ淵
stops,stop_name,ja,湯の山コミュニティホール前,,,湯の山コミュニティホール前
stops,stop_name,en,Yunoyama Community Hall,,,湯の山コミュニティホール前
stops,stop_name,ja-Hrkt,ゆのやまこみゅにてぃほーるまえ,,,湯の山コミュニティホール前
stops,stop_name,ja,湯の山ニュータウン,,,湯の山ニュータウン
stops,stop_name,en,Yunoyama New Town,,,湯の山ニュータウン
stops,stop_name,ja-Hrkt,ゆのやまにゅーたうん,,,湯の山ニュータウン
stops,stop_name,ja,湯の山東,,,湯の山東
stops,stop_name,en,Yunoyama-Higashi,,,湯の山東
stops,stop_name,ja-Hrkt,ゆのやまひがし,,,湯の山東
stops,stop_name,ja,湯の山集会所,,,湯の山集会所
stops,stop_name,en,Yunoyama Shukaisho,,,湯の山集会所
stops,stop_name,ja-Hrkt,ゆのやましゅうかいしょ,,,湯の山集会所
stops,stop_name,ja,湯之元,,,湯之元
stops,stop_name,en,Yunomoto,,,湯之元
stops,stop_name,ja-Hrkt,ゆのもと,,,湯之元
stops,stop_name,ja,湯山小学校前,,,湯山小学校前
stops,stop_name,en,Yuyama Elementary School,,,湯山小学校前
stops,stop_name,ja-Hrkt,ゆやましょうがっこうまえ,,,湯山小学校前
stops,stop_name,ja,湯山発電所前,,,湯山発電所前
stops,stop_name,en,Yuyama Hatsudensho,,,湯山発電所前
stops,stop_name,ja-Hrkt,ゆやまはつでんしょまえ,,,湯山発電所前
stops,stop_name,ja,湯渡,,,湯渡
stops,stop_name,en,Yuwatari,,,湯渡
stops,stop_name,ja-Hrkt,ゆわたり,,,湯渡
stops,stop_name,ja,湯渡町,,,湯渡町
stops,stop_name,en,Yuwataricho,,,湯渡町
stops,stop_name,ja-Hrkt,ゆわたりちょう,,,湯渡町
stops,stop_name,ja,湯谷口,,,湯谷口
stops,stop_name,en,Yuyaguchi,,,湯谷口
stops,stop_name,ja-Hrkt,ゆやぐち,,,湯谷口
stops,stop_name,ja,溝辺,,,溝辺
stops,stop_name,en,Mizonobe,,,溝辺
stops,stop_name,ja-Hrkt,みぞのべ,,,溝辺
stops,stop_name,ja,滑川,,,滑川
stops,stop_name,en,Namekawa,,,滑川
stops,stop_name,ja-Hrkt,なめかわ,,,滑川
stops,stop_name,ja,滑川生活センター前,,,滑川生活センター前
stops,stop_name,en,Namekawa Kaikatsu Center,,,滑川生活センター前
stops,stop_name,ja-Hrkt,なめかわせいかつせんたーまえ,,,滑川生活センター前
stops,stop_name,ja,滝の下,,,滝の下
stops,stop_name,en,Takinoshita,,,滝の下
stops,stop_name,ja-Hrkt,たきのした,,,滝の下
stops,stop_name,ja,滝見橋,,,滝見橋
stops,stop_name,en,Takimibashi,,,滝見橋
stops,stop_name,ja-Hrkt,たきみばし,,,滝見橋
stops,stop_name,ja,潮見保育園前,,,潮見保育園前
