table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,en,Hojo High School,,,北条高校前
stops,stop_name,ja-Hrkt,ほうじょうこうこうまえ,,,北条高校前
stops,stop_name,ja,北条鹿島前,,,北条鹿島前
stops,stop_name,en,Hojo Kashima,,,北条鹿島前
stops,stop_name,ja-Hrkt,ほうじょうかしままえ,,,北条鹿島前
stops,stop_name,ja,北梅本,,,北梅本
stops,stop_name,en,Kita-Umemoto,,,北梅本
stops,stop_name,ja-Hrkt,きたうめもと,,,北梅本
stops,stop_name,ja,北窪田,,,北窪田
stops,stop_name,en,Kitakubota,,,北窪田
stops,stop_name,ja-Hrkt,きたくぼた,,,北窪田
stops,stop_name,ja,北立花町,,,北立花町
stops,stop_name,en,Kita-Tachibanacho,,,北立花町
stops,stop_name,ja-Hrkt,きたたちばなちょう,,,北立花町
stops,stop_name,ja,北野,,,北野
stops,stop_name,en,Kitano,,,北野
stops,stop_name,ja-Hrkt,きたの,,,北野
stops,stop_name,ja,千舟町一,,,千舟町一
stops,stop_name,en,Chifunemachi 1,,,千舟町一
stops,stop_name,ja-Hrkt,ちふねまちいっちょうめ,,,千舟町一
stops,stop_name,ja,千舟町七,,,千舟町七
stops,stop_name,en,Chifunemachi 7,,,千舟町七
stops,stop_name,ja-Hrkt,ちふねまちななちょうめ,,,千舟町七
stops,stop_name,ja,千舟町二,,,千舟町二
stops,stop_name,en,Chifunemachi 2,,,千舟町二
stops,stop_name,ja-Hrkt,ちふねまちにちょうめ,,,千舟町二
stops,stop_name,ja,千舟町五,,,千舟町五
stops,stop_name,en,Chifunemachi 5,,,千舟町五
stops,stop_name,ja-Hrkt,ちふねまちご,,,千舟町五
stops,stop_name,ja,千舟町四,,,千舟町四
stops,stop_name,en,Chifunemachi 4,,,千舟町四
stops,stop_name,ja-Hrkt,ちふねまちよんちょうめ,,,千舟町四
stops,stop_name,ja,千足,,,千足
stops,stop_name,en,Senzoku,,,千足
stops,stop_name,ja-Hrkt,せんぞく,,,千足
stops,stop_name,ja,千里ニュータウン,,,千里ニュータウン
stops,stop_name,en,Senri New Town,,,千里ニュータウン
stops,stop_name,ja-Hrkt,せんりにゅ−たうん,,,千里ニュータウン
stops,stop_name,ja,千里中央,,,千里中央
stops,stop_name,en,Senri Chuo,,,千里中央
stops,stop_name,ja-Hrkt,せんりちゅうおう,,,千里中央
stops,stop_name,ja,升田歯科前,,,升田歯科前
stops,stop_name,en,Masuda Shika,,,升田歯科前
stops,stop_name,ja-Hrkt,まずだしかまえ,,,升田歯科前
stops,stop_name,ja,南ヶ丘団地口,,,南ヶ丘団地口
stops,stop_name,en,Minamigaoka Danchiguchi,,,南ヶ丘団地口
stops,stop_name,ja-Hrkt,みなみがおかだんちぐち,,,南ヶ丘団地口
stops,stop_name,ja,南井門,,,南井門
stops,stop_name,en,Minami-Ido,,,南井門
stops,stop_name,ja-Hrkt,みなみいど,,,南井門
stops,stop_name,ja,南古川,,,南古川
stops,stop_name,en,Minamifurukawa,,,南古川
stops,stop_name,ja-Hrkt,みなみふるかわ,,,南古川
stops,stop_name,ja,南吉井小学校前,,,南吉井小学校前
stops,stop_name,en,Minamiyoshii Elementary School,,,南吉井小学校前
stops,stop_name,ja-Hrkt,みなみよしいしょうがっこうまえ,,,南吉井小学校前
stops,stop_name,ja,南吉田口,,,南吉田口
stops,stop_name,en,Minamiyoshidaguchi,,,南吉田口
stops,stop_name,ja-Hrkt,みなみよしだぐち,,,南吉田口
stops,stop_name,ja,南吉田東,,,南吉田東
stops,stop_name,en,Minamiyoshida-Higashi,,,南吉田東
stops,stop_name,ja-Hrkt,みなみよしだひがし,,,南吉田東
stops,stop_name,ja,南土居,,,南土居
stops,stop_name,en,Minamidoi,,,南土居
stops,stop_name,ja-Hrkt,みなみどい,,,南土居
stops,stop_name,ja,南堀端,,,南堀端
stops,stop_name,en,Minami-Horibata,,,南堀端
stops,stop_name,ja-Hrkt,みなみほりばた,,,南堀端
stops,stop_name,ja,南小坂町,,,南小坂町
stops,stop_name,en,Minami-Kosakamachi,,,南小坂町
stops,stop_name,ja-Hrkt,みなみこさかまち,,,南小坂町
stops,stop_name,ja,南持田,,,南持田
stops,stop_name,en,Minami-Mochida,,,南持田
stops,stop_name,ja-Hrkt,みなみもちだ,,,南持田
stops,stop_name,ja,南斎院,,,南斎院
stops,stop_name,en,Minamisaya,,,南斎院
stops,stop_name,ja-Hrkt,みなみさや,,,南斎院
stops,stop_name,ja,南来住口,,,南来住口
stops,stop_name,en,Minami Kishiguchi,,,南来住口
stops,stop_name,ja-Hrkt,みなみきしぐち,,,南来住口
stops,stop_name,ja,南町県民文化会館前,,,南町県民文化会館前
stops,stop_name,en,Minamimachi Kenmin Bunkakaikan,,,南町県民文化会館前
stops,stop_name,ja-Hrkt,みなみまちけんみんぶんかかいかんまえ,,,南町県民文化会館前
stops,stop_name,ja,南石井,,,南石井
stops,stop_name,en,Minami-Ishii ,,,南石井
stops,stop_name,ja-Hrkt,みなみいしい,,,南石井
stops,stop_name,ja,南窪田口,,,南窪田口
stops,stop_name,en,Minami Kubotaguchi,,,南窪田口
stops,stop_name,ja-Hrkt,みなみくぼたぐち,,,南窪田口
stops,stop_name,ja,南高井,,,南高井
stops,stop_name,en,Minamitakai,,,南高井
stops,stop_name,ja-Hrkt,みなみたかい,,,南高井
stops,stop_name,ja,南高井東,,,南高井東
stops,stop_name,en,Minamitakai-Higashi,,,南高井東
stops,stop_name,ja-Hrkt,たかいひがし,,,南高井東
stops,stop_name,ja,南高井病院前,,,南高井病院前
stops,stop_name,en,Minamitakai Byoin,,,南高井病院前
stops,stop_name,ja-Hrkt,みなみたかいびょういんまえ,,,南高井病院前
stops,stop_name,ja,南高井病院口,,,南高井病院口
stops,stop_name,en,Minamitakai Byoin Guchi,,,南高井病院口
stops,stop_name,ja-Hrkt,みなみたかいびょういんぐち,,,南高井病院口
stops,stop_name,ja,博多バスターミナル,,,博多バスターミナル
stops,stop_name,en,Hakata Bus Terminal,,,博多バスターミナル
stops,stop_name,ja-Hrkt,はかたばすたーみなる,,,博多バスターミナル
stops,stop_name,ja,原町,,,原町
stops,stop_name,en,Haramachi,,,原町
stops,stop_name,ja-Hrkt,はらまち,,,原町
stops,stop_name,ja,友清,,,友清
stops,stop_name,en,Tomokiyo,,,友清
stops,stop_name,ja-Hrkt,ともきよ,,,友清
stops,stop_name,ja,古三津,,,古三津
stops,stop_name,en,Furumitsu,,,古三津
stops,stop_name,ja-Hrkt,ふるみつ,,,古三津
stops,stop_name,ja,古川,,,古川
stops,stop_name,en,Furukawa,,,古川
stops,stop_name,ja-Hrkt,ふるかわ,,,古川
stops,stop_name,ja,古川北一丁目,,,古川北一丁目
stops,stop_name,en,Furukawa-Kita 1,,,古川北一丁目
stops,stop_name,ja-Hrkt,ふるかわきたいっちょうめ,,,古川北一丁目
stops,stop_name,ja,古川北三丁目,,,古川北三丁目
stops,stop_name,en,Furukawa-Kita 3,,,古川北三丁目
stops,stop_name,ja-Hrkt,ふるかわきたさんちょうめ,,,古川北三丁目
stops,stop_name,ja,古川北二丁目,,,古川北二丁目
stops,stop_name,en,Furukawa-Kita 2,,,古川北二丁目
stops,stop_name,ja-Hrkt,ふるかわきたにちょうめ,,,古川北二丁目
stops,stop_name,ja,古川横田,,,古川横田
stops,stop_name,en,Furukawayokota,,,古川横田
stops,stop_name,ja-Hrkt,ふるかわよこた,,,古川横田
stops,stop_name,ja,古泉駅前,,,古泉駅前
stops,stop_name,en,Koizumi Sta.,,,古泉駅前
stops,stop_name,ja-Hrkt,こいずむえきまえ,,,古泉駅前
stops,stop_name,ja,吉木橋,,,吉木橋
stops,stop_name,en,Yoshikibashi,,,吉木橋
stops,stop_name,ja-Hrkt,よしきばし,,,吉木橋
stops,stop_name,ja,吉田口,,,吉田口
stops,stop_name,en,Yoshidaguchi,,,吉田口
stops,stop_name,ja-Hrkt,よしだぐち,,,吉田口
stops,stop_name,ja,名神大山崎,,,名神大山崎
stops,stop_name,en,Meishin Oyamazaki,,,名神大山崎
stops,stop_name,ja-Hrkt,めいしんおおやまざき,,,名神大山崎
stops,stop_name,ja,名神高槻,,,名神高槻
stops,stop_name,en,Meishin Takatsuki,,,名神高槻
stops,stop_name,ja-Hrkt,めいしんたかつき,,,名神高槻
stops,stop_name,ja,名鉄バスセンター,,,名鉄バスセンター
stops,stop_name,en,Meitetsu Bus Center,,,名鉄バスセンター
stops,stop_name,ja-Hrkt,めいてつばすせんたー,,,名鉄バスセンター
stops,stop_name,ja,向島ＢＳ,,,向島ＢＳ
stops,stop_name,en,Mukozima Bus Stop,,,向島ＢＳ
stops,stop_name,ja-Hrkt,むこうじまＢＳ,,,向島ＢＳ
stops,stop_name,ja,向東ＢＳ,,,向東ＢＳ
stops,stop_name,en,Mukai-Higashi Bus Stop,,,向東ＢＳ
stops,stop_name,ja-Hrkt,むかいひがしばすすとっぷ,,,向東ＢＳ
stops,stop_name,ja,味生,,,味生
stops,stop_name,en,Mibu,,,味生
stops,stop_name,ja-Hrkt,みぶ,,,味生
stops,stop_name,ja,味生団地前,,,味生団地前
stops,stop_name,en,Mibu Danchi,,,味生団地前
stops,stop_name,ja-Hrkt,みぶだんちまえ,,,味生団地前
stops,stop_name,ja,和気,,,和気
stops,stop_name,en,Wake,,,和気
stops,stop_name,ja-Hrkt,わけ,,,和気
stops,stop_name,ja,和気農協前,,,和気農協前
stops,stop_name,en,Wake Nokyo,,,和気農協前
stops,stop_name,ja-Hrkt,わけのうきょうまえ,,,和気農協前
stops,stop_name,ja,和気駅前,,,和気駅前
stops,stop_name,en,Wake Sta.,,,和気駅前
stops,stop_name,ja-Hrkt,わけえきまえ,,,和気駅前
stops,stop_name,ja,和泉,,,和泉
stops,stop_name,en,Izumi ,,,和泉
stops,stop_name,ja-Hrkt,いずみ,,,和泉
stops,stop_name,ja,和泉北,,,和泉北
stops,stop_name,en,Izumi-Kita,,,和泉北
stops,stop_name,ja-Hrkt,いずみきた,,,和泉北
stops,stop_name,ja,和泉団地前,,,和泉団地前
stops,stop_name,en,Izumi Danchi,,,和泉団地前
stops,stop_name,ja-Hrkt,いずみだんちまえ,,,和泉団地前
stops,stop_name,ja,和田,,,和田
stops,stop_name,en,Wada,,,和田
stops,stop_name,ja-Hrkt,わだ,,,和田
stops,stop_name,ja,和田丸,,,和田丸
stops,stop_name,en,Wadamaru,,,和田丸
stops,stop_name,ja-Hrkt,わだまる,,,和田丸
stops,stop_name,ja,善通寺,,,善通寺
stops,stop_name,en,Zentuji,,,善通寺
stops,stop_name,ja-Hrkt,ぜんつうじ,,,善通寺
stops,stop_name,ja,喜与町,,,喜与町
stops,stop_name,en,Kiyomachi,,,喜与町
stops,stop_name,ja-Hrkt,きよまち,,,喜与町
stops,stop_name,ja,四国がんセンター,,,四国がんセンター
stops,stop_name,en,Shikoku Gan Center,,,四国がんセンター
stops,stop_name,ja-Hrkt,しこくがんせんたー,,,四国がんセンター
stops,stop_name,ja,因島大橋,,,因島大橋
stops,stop_name,en,Innoshima Ohashi,,,因島大橋
stops,stop_name,ja-Hrkt,いんのしまおおはし,,,因島大橋
stops,stop_name,ja,因島重井ＢＳ,,,因島重井ＢＳ
stops,stop_name,en,Innoshima Shigei Bus Stop,,,因島重井ＢＳ
stops,stop_name,ja-Hrkt,いんのしましげいばすすとっぷ,,,因島重井ＢＳ
stops,stop_name,ja,国土交通省前,,,国土交通省前
stops,stop_name,en,Kokudo Kotsusho,,,国土交通省前
stops,stop_name,ja-Hrkt,こくどこうつうしょうまえ,,,国土交通省前
stops,stop_name,ja,土居・湯の山ニュータウン口,,,土居・湯の山ニュータウン口
stops,stop_name,en,Doi,,,土居・湯の山ニュータウン口
stops,stop_name,ja-Hrkt,どい,,,土居・湯の山ニュータウン口
stops,stop_name,ja,土居田,,,土居田
stops,stop_name,en,Doida,,,土居田
stops,stop_name,ja-Hrkt,どいだ,,,土居田
stops,stop_name,ja,土居田口,,,土居田口
stops,stop_name,en,Doidaguchi,,,土居田口
stops,stop_name,ja-Hrkt,どいだぐち,,,土居田口
stops,stop_name,ja,土成ＢＳ,,,土成ＢＳ
stops,stop_name,en,Donari Bus Stop,,,土成ＢＳ
stops,stop_name,ja-Hrkt,どなり,,,土成ＢＳ
stops,stop_name,ja,土橋,,,土橋
stops,stop_name,en,Dobashi,,,土橋
stops,stop_name,ja-Hrkt,どばし,,,土橋
stops,stop_name,ja,土谷橋,,,土谷橋
stops,stop_name,en,Tsuchiyabashi,,,土谷橋
stops,stop_name,ja-Hrkt,つちやばし,,,土谷橋
stops,stop_name,ja,地蔵前,,,地蔵前
stops,stop_name,en,Jizo,,,地蔵前
stops,stop_name,ja-Hrkt,じぞうまえ,,,地蔵前
stops,stop_name,ja,坂口,,,坂口
stops,stop_name,en,Sakaguchi,,,坂口
stops,stop_name,ja-Hrkt,さかぐち,,,坂口
stops,stop_name,ja,坊っちゃんスタジアム,,,坊っちゃんスタジアム
stops,stop_name,en,Botchan Stadium,,,坊っちゃんスタジアム
stops,stop_name,ja-Hrkt,ぼっちゃんすたじあむ,,,坊っちゃんスタジアム
stops,stop_name,ja,垣生中学校前,,,垣生中学校前
stops,stop_name,en,Habu  Junior High School,,,垣生中学校前
stops,stop_name,ja-Hrkt,はぶちゅうがっこうまえ,,,垣生中学校前
stops,stop_name,ja,堀江,,,堀江
stops,stop_name,en,Horie,,,堀江
stops,stop_name,ja-Hrkt,ほりえ,,,堀江
stops,stop_name,ja,塩屋,,,塩屋
stops,stop_name,en,Shioya,,,塩屋
stops,stop_name,ja-Hrkt,しおや,,,塩屋
stops,stop_name,ja,塩屋南,,,塩屋南
stops,stop_name,en,Shioya-Minami,,,塩屋南
stops,stop_name,ja-Hrkt,しおやみなみ,,,塩屋南
stops,stop_name,ja,大可賀,,,大可賀
stops,stop_name,en,Okaga,,,大可賀
stops,stop_name,ja-Hrkt,おおかが,,,大可賀
stops,stop_name,ja,大宝寺口,,,大宝寺口
stops,stop_name,en,Taiho-ji Guchi,,,大宝寺口
stops,stop_name,ja-Hrkt,たいほうじぐち,,,大宝寺口
stops,stop_name,ja,大岩橋,,,大岩橋
stops,stop_name,en,Oiwabashi,,,大岩橋
stops,stop_name,ja-Hrkt,おおいわばし,,,大岩橋
stops,stop_name,ja,大島ＢＳ,,,大島ＢＳ
stops,stop_name,en,Oshima Bus Stop,,,大島ＢＳ
stops,stop_name,ja-Hrkt,おおしまばすすとっぷ,,,大島ＢＳ
stops,stop_name,ja,大念寺前,,,大念寺前
stops,stop_name,en,Dainen-ji,,,大念寺前
stops,stop_name,ja-Hrkt,だいねんじまえ,,,大念寺前
stops,stop_name,ja,大手町,,,大手町
stops,stop_name,en,Otemachi,,,大手町
stops,stop_name,ja-Hrkt,おおてまち,,,大手町
stops,stop_name,ja,大新田,,,大新田
stops,stop_name,en,Osinden,,,大新田
stops,stop_name,ja-Hrkt,おおしんでん,,,大新田
stops,stop_name,ja,大根木,,,大根木
stops,stop_name,en,Onegi,,,大根木
stops,stop_name,ja-Hrkt,おおねぎ,,,大根木
stops,stop_name,ja,大橋町,,,大橋町
stops,stop_name,en,Ohashicho,,,大橋町
stops,stop_name,ja-Hrkt,おおはしちょう,,,大橋町
stops,stop_name,ja,大洲本町,,,大洲本町
stops,stop_name,en,Ozu Hommachi,,,大洲本町
stops,stop_name,ja-Hrkt,おおずほんまち,,,大洲本町
stops,stop_name,ja,大溝,,,大溝
stops,stop_name,en,Omizo,,,大溝
stops,stop_name,ja-Hrkt,おおみぞ,,,大溝
stops,stop_name,ja,大畑,,,大畑
stops,stop_name,en,Obatake,,,大畑
stops,stop_name,ja-Hrkt,おおばたけ,,,大畑
stops,stop_name,ja,大街道,,,大街道
stops,stop_name,en,Okaido,,,大街道
stops,stop_name,ja-Hrkt,おおかいどう,,,大街道
stops,stop_name,ja,大街道口,,,大街道口
stops,stop_name,en,Okaidoguchi,,,大街道口
stops,stop_name,ja-Hrkt,おおかいどうぐち,,,大街道口
stops,stop_name,ja,大谷口,,,大谷口
stops,stop_name,en,Otaniguchi,,,大谷口
stops,stop_name,ja-Hrkt,おおたにぐち,,,大谷口
stops,stop_name,ja,大間集会所前,,,大間集会所前
stops,stop_name,en,Daima Shukaijo,,,大間集会所前
stops,stop_name,ja-Hrkt,だいましゅうかいしょまえ,,,大間集会所前
stops,stop_name,ja,大阪（阪急三番街）,,,大阪（阪急三番街）
stops,stop_name,en,Osaka(Hankyusanbangai),,,大阪（阪急三番街）
stops,stop_name,ja-Hrkt,おおさか（はんきゅうさんばんがい）,,,大阪（阪急三番街）
stops,stop_name,ja,大頭,,,大頭
stops,stop_name,en,Oto,,,大頭
stops,stop_name,ja-Hrkt,おおと,,,大頭
stops,stop_name,ja,天山変電所西,,,天山変電所西
stops,stop_name,en,Amayama Hendensho-Nishi,,,天山変電所西
stops,stop_name,ja-Hrkt,あまやまへんでんしょにし,,,天山変電所西
stops,stop_name,ja,天山橋,,,天山橋
stops,stop_name,en,Amayamabashi,,,天山橋
stops,stop_name,ja-Hrkt,あまやまばし,,,天山橋
stops,stop_name,ja,天山町東,,,天山町東
stops,stop_name,en,Amayamamachi-Higashi,,,天山町東
stops,stop_name,ja-Hrkt,あまやままちひがし,,,天山町東
stops,stop_name,ja,天神大橋,,,天神大橋
stops,stop_name,en,Tenjin Ohashi,,,天神大橋
stops,stop_name,ja-Hrkt,てんじんおおはし,,,天神大橋
stops,stop_name,ja,天神集会所,,,天神集会所
stops,stop_name,en,Tenjin Shukaisho,,,天神集会所
stops,stop_name,ja-Hrkt,てんじんしゅうかいしょ,,,天神集会所
stops,stop_name,ja,太山寺,,,太山寺
stops,stop_name,en,Taisan-ji,,,太山寺
stops,stop_name,ja-Hrkt,たいさんじ,,,太山寺
stops,stop_name,ja,夫婦橋,,,夫婦橋
stops,stop_name,en,Meotobashi,,,夫婦橋
stops,stop_name,ja-Hrkt,めおとばし,,,夫婦橋
stops,stop_name,ja,奥道後,,,奥道後
stops,stop_name,en,Okudogo,,,奥道後
stops,stop_name,ja-Hrkt,おくどうご,,,奥道後
stops,stop_name,ja,妙清寺前,,,妙清寺前
stops,stop_name,en,Myosei-ji,,,妙清寺前
stops,stop_name,ja-Hrkt,みょうせいじまえ,,,妙清寺前
stops,stop_name,ja,姫原,,,姫原
stops,stop_name,en,Himebara,,,姫原
stops,stop_name,ja-Hrkt,ひめばら,,,姫原
stops,stop_name,ja,子規記念博物館前,,,子規記念博物館前
stops,stop_name,en,Shikikinenhakubutsukan,,,子規記念博物館前
stops,stop_name,ja-Hrkt,しききねんはくぶつかんまえ,,,子規記念博物館前
stops,stop_name,ja,学校前,,,学校前
stops,stop_name,en,Gakko,,,学校前
stops,stop_name,ja-Hrkt,がっこうまえ,,,学校前
stops,stop_name,ja,安城寺,,,安城寺
stops,stop_name,en,Anjoji,,,安城寺
stops,stop_name,ja-Hrkt,あんじょうじ,,,安城寺
stops,stop_name,ja,宗通寺前,,,宗通寺前
stops,stop_name,en,Sotsu-ji,,,宗通寺前
stops,stop_name,ja-Hrkt,そうつうじまえ,,,宗通寺前
stops,stop_name,ja,宝塚インター,,,宝塚インター
stops,stop_name,en,Takarazuka IC,,,宝塚インター
stops,stop_name,ja-Hrkt,たからすづかいんたー,,,宝塚インター
stops,stop_name,ja,室町二丁目,,,室町二丁目
stops,stop_name,en,Muromachi 2,,,室町二丁目
stops,stop_name,ja-Hrkt,むろまちにちょうめ,,,室町二丁目
stops,stop_name,ja,宮の段,,,宮の段
stops,stop_name,en,Miyanodan,,,宮の段
stops,stop_name,ja-Hrkt,みやのだん,,,宮の段
stops,stop_name,ja,宮の谷,,,宮の谷
stops,stop_name,en,Miyanotani,,,宮の谷
stops,stop_name,ja-Hrkt,みやのたに,,,宮の谷
stops,stop_name,ja,宮内,,,宮内
stops,stop_name,en,Miyauchi,,,宮内
stops,stop_name,ja-Hrkt,みやうち,,,宮内
stops,stop_name,ja,宮田町,,,宮田町
stops,stop_name,en,Miyatacho,,,宮田町
stops,stop_name,ja-Hrkt,みやたちょう,,,宮田町
stops,stop_name,ja,宮西町,,,宮西町
stops,stop_name,en,Miyanishicho,,,宮西町
stops,stop_name,ja-Hrkt,みやにしちょう,,,宮西町
stops,stop_name,ja,富久口,,,富久口
stops,stop_name,en,Tomihisaguchi,,,富久口
stops,stop_name,ja-Hrkt,とみひさぐち,,,富久口
stops,stop_name,ja,小倉駅前,,,小倉駅前
stops,stop_name,en,Kokura Sta.,,,小倉駅前
stops,stop_name,ja-Hrkt,こくらえきまえ,,,小倉駅前
stops,stop_name,ja,小坂三丁目,,,小坂三丁目
stops,stop_name,en,Kosaka3,,,小坂三丁目
stops,stop_name,ja-Hrkt,こさかさんちょうめ,,,小坂三丁目
stops,stop_name,ja,小坂四丁目,,,小坂四丁目
stops,stop_name,en,Kosaka4,,,小坂四丁目
stops,stop_name,ja-Hrkt,こさかよんちょうめ,,,小坂四丁目
stops,stop_name,ja,小坂町,,,小坂町
stops,stop_name,en,Kosakamachi,,,小坂町
stops,stop_name,ja-Hrkt,こさかまち,,,小坂町
stops,stop_name,ja,小山,,,小山
stops,stop_name,en,Koyama,,,小山
stops,stop_name,ja-Hrkt,こやま,,,小山
stops,stop_name,ja,小川,,,小川
stops,stop_name,en,Ogawa,,,小川
stops,stop_name,ja-Hrkt,おがわ,,,小川
stops,stop_name,ja,小村,,,小村
stops,stop_name,en,Kawaramachi,,,小村
stops,stop_name,ja-Hrkt,こむら,,,小村
stops,stop_name,ja,小松原,,,小松原
stops,stop_name,en,Komatsubara,,,小松原
stops,stop_name,ja-Hrkt,こまつばら,,,小松原
stops,stop_name,ja,小松総合支所前,,,小松総合支所前
stops,stop_name,en,Komatsu Sogo Shisho,,,小松総合支所前
stops,stop_name,ja-Hrkt,こまつそうごうししょまえ,,,小松総合支所前
stops,stop_name,ja,小野支所前,,,小野支所前
stops,stop_name,en,Ono Shisho,,,小野支所前
stops,stop_name,ja-Hrkt,おのししょまえ,,,小野支所前
stops,stop_name,ja,山田,,,山田
stops,stop_name,en,Yamada,,,山田
stops,stop_name,ja-Hrkt,やまだ,,,山田
stops,stop_name,ja,山西,,,山西
stops,stop_name,en,Yamanishi,,,山西
stops,stop_name,ja-Hrkt,やまにし,,,山西
stops,stop_name,ja,山越,,,山越
stops,stop_name,en,Yamagoe,,,山越
stops,stop_name,ja-Hrkt,やまごえ,,,山越
stops,stop_name,ja,岡,,,岡
stops,stop_name,en,Oka,,,岡
stops,stop_name,ja-Hrkt,おか,,,岡
stops,stop_name,ja,岡山駅西口,,,岡山駅西口
stops,stop_name,en,Okayama Station-Nishi,,,岡山駅西口
stops,stop_name,ja-Hrkt,おかやまえきにしぐち,,,岡山駅西口
stops,stop_name,ja,岡田小学校前,,,岡田小学校前
stops,stop_name,en,Okada Elementary School,,,岡田小学校前
stops,stop_name,ja-Hrkt,おかだしょうがっこう,,,岡田小学校前
stops,stop_name,ja,岡田駅前,,,岡田駅前
stops,stop_name,en,Okada Sta.,,,岡田駅前
stops,stop_name,ja-Hrkt,おかだえきまえ,,,岡田駅前
stops,stop_name,ja,岩堰,,,岩堰
stops,stop_name,en,Iwazeki,,,岩堰
stops,stop_name,ja-Hrkt,いわぜき,,,岩堰
stops,stop_name,ja,川上下の町,,,川上下の町
stops,stop_name,en,Kawakami Shimonocho,,,川上下の町
stops,stop_name,ja-Hrkt,かわかみしものちょう,,,川上下の町
stops,stop_name,ja,川上学校前,,,川上学校前
stops,stop_name,en,Kawakami Gakko,,,川上学校前
stops,stop_name,ja-Hrkt,かわかみがっこうまえ,,,川上学校前
stops,stop_name,ja,川上農協前,,,川上農協前
stops,stop_name,en,Kawakami Nokyo,,,川上農協前
stops,stop_name,ja-Hrkt,かわかみのうきょうまえ,,,川上農協前
stops,stop_name,ja,川内,,,川内
stops,stop_name,en,Kawauchi,,,川内
stops,stop_name,ja-Hrkt,かわうち,,,川内
stops,stop_name,ja,川内インター,,,川内インター
stops,stop_name,en,Kawauchi IC,,,川内インター
stops,stop_name,ja-Hrkt,かわうちいんたー,,,川内インター
stops,stop_name,ja,川内グリーンタウン上,,,川内グリーンタウン上
stops,stop_name,en,Kawauchi Green Town-Kami,,,川内グリーンタウン上
stops,stop_name,ja-Hrkt,かわうちぐりーんたうんかみ,,,川内グリーンタウン上
stops,stop_name,ja,川内グリーンタウン下,,,川内グリーンタウン下
stops,stop_name,en,Kawauchi Green Town-Shimo,,,川内グリーンタウン下
stops,stop_name,ja-Hrkt,かわうちぐりーんたうんしも,,,川内グリーンタウン下
stops,stop_name,ja,川内グリーンタウン中,,,川内グリーンタウン中
stops,stop_name,en,Kawauchi Green Town-Naka,,,川内グリーンタウン中
stops,stop_name,ja-Hrkt,かわうちぐりーんたうんなか,,,川内グリーンタウン中
stops,stop_name,ja,川内グリーンタウン口,,,川内グリーンタウン口
stops,stop_name,en,Kawauchi Green Townguchi,,,川内グリーンタウン口
stops,stop_name,ja-Hrkt,かわうちぐりーんたうん,,,川内グリーンタウン口
stops,stop_name,ja,川内グリーンタウン集会所,,,川内グリーンタウン集会所
stops,stop_name,en,Kawauchi Green Town Shukaijo,,,川内グリーンタウン集会所
stops,stop_name,ja-Hrkt,かわうちぐりーんたうんしゅうかいしょ,,,川内グリーンタウン集会所
stops,stop_name,ja,川内保免,,,川内保免
stops,stop_name,en,Kawauchi-Homen,,,川内保免
stops,stop_name,ja-Hrkt,かわうちほうめん,,,川内保免
stops,stop_name,ja,川内公園,,,川内公園
stops,stop_name,en,Kawauchi Koen,,,川内公園
stops,stop_name,ja-Hrkt,かわうちこうえん,,,川内公園
stops,stop_name,ja,川内支所前,,,川内支所前
stops,stop_name,en,Kawauchi Shisho,,,川内支所前
stops,stop_name,ja-Hrkt,かわうちししょまえ,,,川内支所前
stops,stop_name,ja,川東口,,,川東口
stops,stop_name,en,Kawahigashiguchi,,,川東口
stops,stop_name,ja-Hrkt,かわひがしぐち,,,川東口
stops,stop_name,ja,工業団地口,,,工業団地口
stops,stop_name,en,Kogyo Danchiguchi,,,工業団地口
stops,stop_name,ja-Hrkt,こうぎょうだんちぐち,,,工業団地口
stops,stop_name,ja,市坪,,,市坪
stops,stop_name,en,Ichitsubo,,,市坪
stops,stop_name,ja-Hrkt,いちつぼ,,,市坪
stops,stop_name,ja,市坪住宅前,,,市坪住宅前
stops,stop_name,en,Ishitsubo Jutaku,,,市坪住宅前
stops,stop_name,ja-Hrkt,いちつぼじゅうたくまえ,,,市坪住宅前
stops,stop_name,ja,市坪橋,,,市坪橋
stops,stop_name,en,Ichitsubobashi,,,市坪橋
stops,stop_name,ja-Hrkt,いちつぼばし,,,市坪橋
stops,stop_name,ja,市役所前,,,市役所前
stops,stop_name,en,Matsuyama City Hall,,,市役所前
stops,stop_name,ja-Hrkt,しやくしょまえ,,,市役所前
stops,stop_name,ja,市役所前（新居浜）,,,市役所前（新居浜）
stops,stop_name,en,Shiyakusho (Niihama),,,市役所前（新居浜）
stops,stop_name,ja-Hrkt,しやくしょまえ,,,市役所前（新居浜）
stops,stop_name,ja,市民病院口,,,市民病院口
stops,stop_name,en,Shimin Byoinguchi,,,市民病院口
stops,stop_name,ja-Hrkt,しみんびょういんぐち,,,市民病院口
stops,stop_name,ja,帝人前,,,帝人前
stops,stop_name,en,Teijin,,,帝人前
stops,stop_name,ja-Hrkt,ていじんまえ,,,帝人前
stops,stop_name,ja,平井,,,平井
stops,stop_name,en,Hirai,,,平井
stops,stop_name,ja-Hrkt,ひらい,,,平井
stops,stop_name,ja,平田,,,平田
stops,stop_name,en,Hirata,,,平田
stops,stop_name,ja-Hrkt,ひらた,,,平田
stops,stop_name,ja,幸田口,,,幸田口
stops,stop_name,en,Kodaguchi,,,幸田口
